PROVRES;SEXO;CAUSA;MAT;GRUPEDAD;CUENTA
02;2;D46;NULL;23.80 a 84;6
02;2;D47;NULL;19.60 a 64;1
02;2;D47;NULL;23.80 a 84;2
02;2;D48;NULL;20.65 a 69;3
02;2;D48;NULL;21.70 a 74;8
02;2;D48;NULL;24.85 y más;5
02;2;D53;NULL;24.85 y más;2
02;2;D61;NULL;24.85 y más;1
02;2;D64;NULL;21.70 a 74;2
02;2;D64;NULL;24.85 y más;17
02;2;D68;NULL;24.85 y más;3
02;2;D70;NULL;12.25 a 29;1
02;2;D75;NULL;23.80 a 84;1
02;2;E03;NULL;20.65 a 69;1
02;2;E05;NULL;11.20 a 24;1
02;2;E10;NULL;15.40 a 44;1
02;2;E11;NULL;24.85 y más;12
02;2;E14;NULL;17.50 a 54;3
02;2;E14;NULL;18.55 a 59;2
02;2;E14;NULL;21.70 a 74;3
02;2;E72;NULL;24.85 y más;1
02;2;E85;NULL;20.65 a 69;1
02;2;E86;NULL;22.75 a 79;1
02;2;E87;NULL;17.50 a 54;1
02;2;E87;NULL;22.75 a 79;3
02;2;E88;NULL;03.28 días a 11 meses;1
02;2;F01;NULL;24.85 y más;8
02;2;F03;NULL;19.60 a 64;1
02;2;F03;NULL;23.80 a 84;6
02;2;F90;NULL;24.85 y más;1
02;2;G00;NULL;17.50 a 54;1
02;2;G00;NULL;18.55 a 59;1
02;2;G00;NULL;19.60 a 64;2
02;2;G03;NULL;13.30 a 34;1
02;2;G03;NULL;17.50 a 54;1
02;2;G04;NULL;20.65 a 69;1
02;2;G12;NULL;17.50 a 54;1
02;2;G12;NULL;18.55 a 59;1
02;2;G12;NULL;19.60 a 64;4
02;2;G12;NULL;22.75 a 79;3
02;2;G12;NULL;23.80 a 84;1
02;2;G20;NULL;22.75 a 79;4
02;2;G30;NULL;22.75 a 79;4
02;2;G30;NULL;23.80 a 84;7
02;2;G31;NULL;19.60 a 64;1
02;2;G31;NULL;23.80 a 84;2
02;2;G35;NULL;20.65 a 69;2
02;2;G40;NULL;13.30 a 34;1
02;2;G40;NULL;22.75 a 79;1
02;2;G41;NULL;19.60 a 64;1
02;2;G70;NULL;21.70 a 74;1
02;2;G70;NULL;24.85 y más;1
02;2;G80;NULL;13.30 a 34;1
02;2;G80;NULL;16.45 a 49;1
02;2;G91;NULL;22.75 a 79;1
02;2;G93;NULL;13.30 a 34;2
02;2;G93;NULL;16.45 a 49;4
02;2;G93;NULL;17.50 a 54;5
02;2;G93;NULL;18.55 a 59;3
02;2;G93;NULL;22.75 a 79;4
02;2;G96;NULL;22.75 a 79;1
02;2;I05;NULL;24.85 y más;3
02;2;I10;NULL;24.85 y más;18
02;2;I11;NULL;19.60 a 64;2
02;2;I11;NULL;22.75 a 79;15
02;2;I11;NULL;23.80 a 84;30
02;2;I12;NULL;22.75 a 79;1
02;2;I13;NULL;18.55 a 59;1
02;2;I21;NULL;14.35 a 39;1
02;2;I21;NULL;24.85 y más;875
02;2;I24;NULL;21.70 a 74;1
02;2;I24;NULL;24.85 y más;6
02;2;I25;NULL;24.85 y más;30
02;2;I26;NULL;19.60 a 64;4
02;2;I26;NULL;22.75 a 79;12
02;2;I26;NULL;23.80 a 84;24
02;2;I27;NULL;22.75 a 79;1
02;2;I27;NULL;23.80 a 84;3
02;2;I33;NULL;21.70 a 74;2
02;2;I34;NULL;23.80 a 84;5
02;2;I38;NULL;24.85 y más;1
02;2;I42;NULL;13.30 a 34;2
02;2;I42;NULL;14.35 a 39;1
02;2;I44;NULL;23.80 a 84;3
02;2;I47;NULL;20.65 a 69;11
02;2;I47;NULL;24.85 y más;186
02;2;I48;NULL;21.70 a 74;2
02;2;I48;NULL;24.85 y más;24
02;2;I49;NULL;16.45 a 49;1
02;2;I49;NULL;17.50 a 54;5
02;2;I49;NULL;18.55 a 59;3
02;2;I49;NULL;19.60 a 64;13
02;2;I49;NULL;23.80 a 84;40
02;2;I50;NULL;16.45 a 49;3
02;2;I50;NULL;22.75 a 79;82
02;2;I51;NULL;15.40 a 44;2
02;2;I51;NULL;21.70 a 74;23
02;2;I60;NULL;10.15 a 19;1
02;2;I60;NULL;12.25 a 29;1
02;2;I60;NULL;14.35 a 39;2
02;2;I60;NULL;15.40 a 44;2
02;2;I60;NULL;24.85 y más;21
02;2;I61;NULL;13.30 a 34;1
02;2;I61;NULL;16.45 a 49;2
02;2;I61;NULL;17.50 a 54;2
02;2;I61;NULL;18.55 a 59;3
02;2;I61;NULL;22.75 a 79;16
02;2;I62;NULL;17.50 a 54;2
02;2;I63;NULL;18.55 a 59;1
02;2;I63;NULL;21.70 a 74;6
02;2;I64;NULL;19.60 a 64;2
02;2;I64;NULL;22.75 a 79;5
02;2;I64;NULL;23.80 a 84;12
02;2;I67;NULL;24.85 y más;38
02;2;I69;NULL;23.80 a 84;1
02;2;I70;NULL;24.85 y más;6
02;2;I71;NULL;19.60 a 64;2
02;2;I71;NULL;23.80 a 84;11
02;2;I74;NULL;16.45 a 49;1
02;2;I74;NULL;19.60 a 64;1
02;2;I74;NULL;22.75 a 79;1
02;2;I74;NULL;23.80 a 84;2
02;2;I77;NULL;20.65 a 69;5
02;2;I77;NULL;21.70 a 74;3
02;2;I77;NULL;24.85 y más;4
02;2;I82;NULL;21.70 a 74;2
02;2;I83;NULL;21.70 a 74;1
02;2;I95;NULL;20.65 a 69;1
02;2;I95;NULL;24.85 y más;11
02;2;J10;NULL;20.65 a 69;1
02;2;J10;NULL;24.85 y más;7
02;2;J12;NULL;20.65 a 69;1
02;2;J12;NULL;24.85 y más;4
02;2;J13;NULL;24.85 y más;1
02;2;J18;NULL;13.30 a 34;6
02;2;J18;NULL;14.35 a 39;4
02;2;J22;NULL;22.75 a 79;2
02;2;J43;NULL;20.65 a 69;1
02;2;J44;NULL;16.45 a 49;1
02;2;J44;NULL;17.50 a 54;2
02;2;J44;NULL;18.55 a 59;4
02;2;J45;NULL;24.85 y más;4
02;2;J69;NULL;20.65 a 69;3
02;2;J69;NULL;21.70 a 74;9
02;2;J69;NULL;24.85 y más;140
02;2;J80;NULL;16.45 a 49;1
02;2;J80;NULL;22.75 a 79;1
02;2;J81;NULL;20.65 a 69;1
02;2;J84;NULL;14.35 a 39;1
02;2;J84;NULL;24.85 y más;10
02;2;J85;NULL;20.65 a 69;1
02;2;J86;NULL;23.80 a 84;1
02;2;J90;NULL;20.65 a 69;1
02;2;J94;NULL;21.70 a 74;1
02;2;J96;NULL;20.65 a 69;12
02;2;J98;NULL;12.25 a 29;1
02;2;J98;NULL;14.35 a 39;1
02;2;J98;NULL;21.70 a 74;4
02;2;J98;NULL;24.85 y más;33
02;2;K21;NULL;24.85 y más;1
02;2;K26;NULL;21.70 a 74;1
02;2;K26;NULL;24.85 y más;3
02;2;K40;NULL;21.70 a 74;1
02;2;K42;NULL;21.70 a 74;1
02;2;K42;NULL;24.85 y más;1
02;2;K50;NULL;16.45 a 49;1
02;2;K55;NULL;20.65 a 69;1
02;2;K56;NULL;18.55 a 59;2
02;2;K57;NULL;19.60 a 64;1
02;2;K62;NULL;17.50 a 54;1
02;2;K63;NULL;18.55 a 59;1
02;2;K63;NULL;19.60 a 64;2
02;2;K63;NULL;23.80 a 84;1
02;2;K65;NULL;15.40 a 44;1
02;2;K65;NULL;21.70 a 74;21
02;2;K65;NULL;24.85 y más;60
02;2;K70;NULL;17.50 a 54;1
02;2;K70;NULL;19.60 a 64;1
02;2;K72;NULL;16.45 a 49;1
02;2;K72;NULL;19.60 a 64;4
02;2;K74;NULL;07.4 años;1
02;2;K74;NULL;23.80 a 84;9
02;2;K76;NULL;17.50 a 54;1
02;2;K76;NULL;19.60 a 64;1
02;2;K81;NULL;22.75 a 79;1
02;2;K81;NULL;23.80 a 84;2
02;2;K83;NULL;17.50 a 54;1
02;2;K83;NULL;19.60 a 64;1
02;2;K83;NULL;21.70 a 74;1
02;2;K85;NULL;20.65 a 69;1
02;2;K86;NULL;18.55 a 59;1
02;2;K86;NULL;22.75 a 79;1
02;2;K92;NULL;20.65 a 69;4
02;2;L03;NULL;24.85 y más;3
02;2;L08;NULL;20.65 a 69;5
02;2;L08;NULL;22.75 a 79;17
02;2;L10;NULL;24.85 y más;1
02;2;L12;NULL;24.85 y más;1
02;2;L51;NULL;20.65 a 69;1
02;2;M05;NULL;24.85 y más;1
02;2;M06;NULL;19.60 a 64;1
02;2;M06;NULL;23.80 a 84;2
02;2;M15;NULL;24.85 y más;1
02;2;M31;NULL;13.30 a 34;1
02;2;M32;NULL;13.30 a 34;1
02;2;M32;NULL;17.50 a 54;1
02;2;M34;NULL;13.30 a 34;1
02;2;M34;NULL;22.75 a 79;2
02;2;M35;NULL;21.70 a 74;1
02;2;M46;NULL;20.65 a 69;1
02;2;M80;NULL;24.85 y más;3
02;2;M84;NULL;21.70 a 74;1
02;2;N17;NULL;21.70 a 74;2
02;2;N18;NULL;15.40 a 44;2
02;2;N18;NULL;21.70 a 74;11
02;2;N18;NULL;24.85 y más;40
02;2;N19;NULL;18.55 a 59;2
02;2;N19;NULL;23.80 a 84;4
02;2;N39;NULL;22.75 a 79;44
02;2;N39;NULL;23.80 a 84;61
02;2;N73;NULL;15.40 a 44;1
02;2;O96;T;13.30 a 34;2
02;2;P03;NULL;02.7 a 27 días;1
02;2;P07;NULL;01.0 a 6 días;6
02;2;P07;NULL;03.28 días a 11 meses;1
02;2;P37;NULL;03.28 días a 11 meses;1
02;2;P77;NULL;02.7 a 27 días;2
02;2;Q24;NULL;08.5 a 9;1
02;2;Q44;NULL;05.2 años;1
02;2;Q74;NULL;01.0 a 6 días;1
02;2;R10;NULL;23.80 a 84;2
02;2;R18;NULL;21.70 a 74;1
02;2;R18;NULL;24.85 y más;1
02;2;R41;NULL;24.85 y más;10
02;2;R54;NULL;24.85 y más;7
02;2;R56;NULL;19.60 a 64;1
02;2;R57;NULL;18.55 a 59;1
02;2;R57;NULL;23.80 a 84;11
02;2;R58;NULL;24.85 y más;4
02;2;R68;NULL;19.60 a 64;11
02;2;R68;NULL;22.75 a 79;75
02;2;R68;NULL;23.80 a 84;90
02;2;R96;NULL;24.85 y más;3
02;2;R99;NULL;20.65 a 69;9
02;2;R99;NULL;25.Sín especificar;2
02;2;U07;NULL;20.65 a 69;2
02;2;U07;NULL;24.85 y más;22
02;2;V04;NULL;17.50 a 54;1
02;2;V43;NULL;21.70 a 74;1
02;2;V48;NULL;14.35 a 39;1
02;2;V86;NULL;15.40 a 44;1
02;2;W01;NULL;20.65 a 69;1
02;2;W01;NULL;24.85 y más;1
02;2;W44;NULL;03.28 días a 11 meses;1
02;2;W69;NULL;10.15 a 19;1
02;2;W78;NULL;24.85 y más;1
02;2;W80;NULL;15.40 a 44;1
02;2;W80;NULL;24.85 y más;1
02;2;W84;NULL;21.70 a 74;1
02;2;X59;NULL;11.20 a 24;2
02;2;X59;NULL;21.70 a 74;8
02;2;X59;NULL;24.85 y más;29
02;2;X99;NULL;14.35 a 39;1
02;2;Y20;NULL;17.50 a 54;6
02;2;Y20;NULL;18.55 a 59;1
02;2;Y20;NULL;19.60 a 64;2
02;2;Y20;NULL;23.80 a 84;1
02;2;Y26;NULL;17.50 a 54;2
02;2;Y26;NULL;18.55 a 59;1
02;2;Y26;NULL;19.60 a 64;1
02;2;Y26;NULL;23.80 a 84;1
02;2;Y34;NULL;03.28 días a 11 meses;1
02;2;Y34;NULL;11.20 a 24;1
02;2;Y34;NULL;13.30 a 34;2
02;2;Y34;NULL;18.55 a 59;1
02;2;Y34;NULL;21.70 a 74;2
02;2;Y83;NULL;23.80 a 84;10
02;1;A04;NULL;21.70 a 74;1
02;1;A09;NULL;14.35 a 39;1
02;1;A09;NULL;19.60 a 64;1
02;1;A09;NULL;21.70 a 74;1
02;1;A09;NULL;24.85 y más;1
02;1;A15;NULL;16.45 a 49;1
02;1;A16;NULL;11.20 a 24;1
02;1;A16;NULL;14.35 a 39;5
02;1;A16;NULL;21.70 a 74;4
02;1;A19;NULL;16.45 a 49;1
02;1;A32;NULL;22.75 a 79;1
02;1;A41;NULL;06.3 años;1
02;1;A41;NULL;12.25 a 29;3
02;1;A41;NULL;15.40 a 44;10
02;1;A41;NULL;16.45 a 49;16
02;1;A41;NULL;22.75 a 79;173
02;1;A97;NULL;22.75 a 79;3
02;1;B18;NULL;22.75 a 79;2
02;1;B20;NULL;20.65 a 69;4
02;1;B20;NULL;21.70 a 74;3
02;1;B21;NULL;12.25 a 29;1
02;1;B21;NULL;13.30 a 34;1
02;1;B21;NULL;16.45 a 49;1
02;1;B44;NULL;19.60 a 64;1
02;1;B99;NULL;20.65 a 69;1
02;1;C02;NULL;20.65 a 69;3
02;1;C02;NULL;22.75 a 79;1
02;1;C05;NULL;22.75 a 79;1
02;1;C10;NULL;19.60 a 64;3
02;1;C10;NULL;21.70 a 74;2
02;1;C10;NULL;23.80 a 84;1
02;1;C14;NULL;22.75 a 79;1
02;1;C15;NULL;18.55 a 59;6
02;1;C15;NULL;20.65 a 69;3
02;1;C16;NULL;14.35 a 39;1
02;1;C16;NULL;17.50 a 54;1
02;1;C16;NULL;19.60 a 64;6
02;1;C16;NULL;21.70 a 74;17
02;1;C16;NULL;23.80 a 84;4
02;1;C16;NULL;24.85 y más;10
02;1;C17;NULL;21.70 a 74;2
02;1;C17;NULL;23.80 a 84;1
02;1;C17;NULL;24.85 y más;2
02;1;C18;NULL;15.40 a 44;5
02;1;C18;NULL;16.45 a 49;11
02;1;C18;NULL;18.55 a 59;15
02;1;C18;NULL;20.65 a 69;36
02;1;C20;NULL;18.55 a 59;4
02;1;C20;NULL;20.65 a 69;4
02;1;C22;NULL;22.75 a 79;5
02;1;C24;NULL;17.50 a 54;3
02;1;C24;NULL;19.60 a 64;3
02;1;C24;NULL;21.70 a 74;8
02;1;C24;NULL;23.80 a 84;6
02;1;C24;NULL;24.85 y más;6
02;1;C26;NULL;18.55 a 59;2
02;1;C26;NULL;20.65 a 69;2
02;1;C30;NULL;22.75 a 79;1
02;1;C31;NULL;23.80 a 84;1
02;1;C32;NULL;17.50 a 54;2
02;1;C34;NULL;19.60 a 64;43
02;1;C34;NULL;21.70 a 74;70
02;1;C34;NULL;23.80 a 84;51
02;1;C34;NULL;24.85 y más;48
02;1;C38;NULL;23.80 a 84;2
02;1;C38;NULL;24.85 y más;1
02;1;C39;NULL;22.75 a 79;1
02;1;C40;NULL;21.70 a 74;1
02;1;C40;NULL;23.80 a 84;1
02;1;C43;NULL;11.20 a 24;2
02;1;C43;NULL;13.30 a 34;1
02;1;C43;NULL;18.55 a 59;1
02;1;C43;NULL;20.65 a 69;5
02;1;C43;NULL;21.70 a 74;4
02;1;C45;NULL;22.75 a 79;1
02;1;C46;NULL;23.80 a 84;1
02;1;C46;NULL;24.85 y más;1
02;1;C47;NULL;23.80 a 84;1
02;1;C49;NULL;14.35 a 39;1
02;1;C49;NULL;17.50 a 54;1
02;1;C49;NULL;24.85 y más;2
02;1;C50;NULL;22.75 a 79;1
02;1;C60;NULL;15.40 a 44;1
02;1;C61;NULL;24.85 y más;73
02;1;C64;NULL;14.35 a 39;1
02;1;C64;NULL;17.50 a 54;8
02;1;C64;NULL;19.60 a 64;9
02;1;C64;NULL;21.70 a 74;15
02;1;C64;NULL;23.80 a 84;6
02;1;C64;NULL;24.85 y más;11
02;1;C66;NULL;20.65 a 69;1
02;1;C67;NULL;18.55 a 59;4
02;1;C67;NULL;20.65 a 69;9
02;1;C68;NULL;19.60 a 64;3
02;1;C68;NULL;23.80 a 84;3
02;1;C68;NULL;24.85 y más;2
02;1;C71;NULL;03.28 días a 11 meses;1
02;1;C71;NULL;07.4 años;1
02;1;C73;NULL;15.40 a 44;2
02;1;C73;NULL;16.45 a 49;1
02;1;C76;NULL;16.45 a 49;1
02;1;C76;NULL;20.65 a 69;1
02;1;C80;NULL;12.25 a 29;1
02;1;C81;NULL;19.60 a 64;1
02;1;C81;NULL;23.80 a 84;1
02;1;C83;NULL;10.15 a 19;1
02;1;C84;NULL;20.65 a 69;2
02;1;C84;NULL;21.70 a 74;2
02;1;C85;NULL;14.35 a 39;1
02;1;C85;NULL;19.60 a 64;3
02;1;C85;NULL;24.85 y más;4
02;1;C88;NULL;23.80 a 84;2
02;1;C90;NULL;16.45 a 49;2
02;1;C90;NULL;22.75 a 79;3
02;1;C91;NULL;08.5 a 9;1
02;1;C91;NULL;10.15 a 19;2
02;1;C92;NULL;17.50 a 54;1
02;1;C95;NULL;17.50 a 54;1
02;1;D04;NULL;24.85 y más;1
02;1;D09;NULL;20.65 a 69;1
02;1;D32;NULL;22.75 a 79;1
02;1;D38;NULL;22.75 a 79;6
02;1;D40;NULL;22.75 a 79;1
02;1;D41;NULL;21.70 a 74;1
02;1;D41;NULL;24.85 y más;1
02;1;D45;NULL;24.85 y más;1
02;1;D46;NULL;22.75 a 79;1
02;1;D47;NULL;22.75 a 79;2
02;1;D48;NULL;14.35 a 39;1
02;1;D48;NULL;19.60 a 64;5
02;1;D48;NULL;21.70 a 74;2
02;1;D61;NULL;12.25 a 29;1
02;1;D62;NULL;22.75 a 79;1
02;1;D76;NULL;14.35 a 39;1
02;1;E10;NULL;17.50 a 54;1
02;1;E11;NULL;19.60 a 64;2
02;1;E11;NULL;21.70 a 74;3
02;1;E11;NULL;23.80 a 84;5
02;1;E11;NULL;24.85 y más;9
02;1;E14;NULL;09.10 a 14;1
02;1;E14;NULL;18.55 a 59;8
02;1;E14;NULL;22.75 a 79;8
02;1;E64;NULL;23.80 a 84;1
02;1;E83;NULL;22.75 a 79;2
02;1;E84;NULL;14.35 a 39;1
02;1;E85;NULL;21.70 a 74;2
02;1;E85;NULL;23.80 a 84;2
02;1;E86;NULL;16.45 a 49;1
02;1;E86;NULL;22.75 a 79;1
02;1;E87;NULL;22.75 a 79;1
02;1;F01;NULL;23.80 a 84;1
02;1;F01;NULL;24.85 y más;3
02;1;F03;NULL;20.65 a 69;1
02;1;F03;NULL;22.75 a 79;1
02;1;F05;NULL;24.85 y más;1
02;1;F19;NULL;16.45 a 49;1
02;1;G00;NULL;16.45 a 49;3
02;1;G00;NULL;18.55 a 59;1
02;1;G03;NULL;22.75 a 79;1
02;1;G04;NULL;10.15 a 19;1
02;1;G04;NULL;14.35 a 39;1
02;1;G06;NULL;22.75 a 79;1
02;1;G12;NULL;14.35 a 39;1
02;1;G12;NULL;21.70 a 74;3
02;1;G20;NULL;23.80 a 84;12
02;1;G20;NULL;24.85 y más;14
02;1;G30;NULL;22.75 a 79;2
02;1;G35;NULL;17.50 a 54;2
02;1;G37;NULL;23.80 a 84;1
02;1;G40;NULL;19.60 a 64;1
02;1;G41;NULL;11.20 a 24;2
02;1;G41;NULL;18.55 a 59;1
02;1;G60;NULL;20.65 a 69;1
02;1;G71;NULL;14.35 a 39;1
02;1;G80;NULL;12.25 a 29;1
02;1;G93;NULL;08.5 a 9;1
02;1;G93;NULL;14.35 a 39;5
02;1;G93;NULL;19.60 a 64;1
02;1;G93;NULL;23.80 a 84;2
02;1;G93;NULL;24.85 y más;1
02;1;G95;NULL;15.40 a 44;1
02;1;G96;NULL;23.80 a 84;1
02;1;G96;NULL;24.85 y más;1
02;1;I05;NULL;19.60 a 64;1
02;1;I08;NULL;17.50 a 54;1
02;1;I11;NULL;19.60 a 64;4
02;1;I11;NULL;21.70 a 74;9
02;1;I11;NULL;23.80 a 84;16
02;1;I11;NULL;24.85 y más;48
02;1;I12;NULL;19.60 a 64;1
02;1;I12;NULL;23.80 a 84;1
02;1;I13;NULL;24.85 y más;3
02;1;I21;NULL;11.20 a 24;2
02;1;I21;NULL;14.35 a 39;1
02;1;I21;NULL;19.60 a 64;74
02;1;I21;NULL;21.70 a 74;110
02;1;I21;NULL;23.80 a 84;168
02;1;I21;NULL;24.85 y más;349
02;1;I24;NULL;18.55 a 59;1
02;1;I24;NULL;20.65 a 69;3
02;1;I24;NULL;21.70 a 74;2
02;1;I25;NULL;19.60 a 64;14
02;1;I25;NULL;21.70 a 74;25
02;1;I25;NULL;23.80 a 84;20
02;1;I25;NULL;24.85 y más;30
02;1;I31;NULL;23.80 a 84;2
02;1;I31;NULL;24.85 y más;1
02;1;I33;NULL;22.75 a 79;2
02;1;I34;NULL;19.60 a 64;1
02;1;I34;NULL;21.70 a 74;1
02;1;I35;NULL;23.80 a 84;8
02;1;I35;NULL;24.85 y más;17
02;1;I38;NULL;22.75 a 79;2
02;1;I42;NULL;12.25 a 29;11
02;1;I42;NULL;13.30 a 34;18
02;1;I42;NULL;20.65 a 69;129
02;1;I47;NULL;14.35 a 39;1
02;1;I47;NULL;17.50 a 54;1
02;1;I47;NULL;19.60 a 64;9
02;1;I47;NULL;21.70 a 74;37
02;1;I47;NULL;23.80 a 84;41
02;1;I47;NULL;24.85 y más;88
02;1;I48;NULL;21.70 a 74;3
02;1;I49;NULL;15.40 a 44;3
02;1;I49;NULL;16.45 a 49;4
02;1;I49;NULL;18.55 a 59;6
02;1;I49;NULL;22.75 a 79;37
02;1;I51;NULL;22.75 a 79;45
02;1;I60;NULL;22.75 a 79;3
02;1;I61;NULL;08.5 a 9;1
02;1;I61;NULL;19.60 a 64;7
02;1;I61;NULL;23.80 a 84;21
02;1;I61;NULL;24.85 y más;22
02;1;I62;NULL;17.50 a 54;2
02;1;I62;NULL;24.85 y más;7
02;1;I63;NULL;17.50 a 54;2
02;1;I64;NULL;18.55 a 59;2
02;1;I64;NULL;19.60 a 64;2
02;1;I64;NULL;20.65 a 69;4
02;1;I64;NULL;21.70 a 74;4
02;1;I67;NULL;22.75 a 79;4
02;1;I69;NULL;20.65 a 69;1
02;1;I69;NULL;21.70 a 74;1
02;1;I69;NULL;23.80 a 84;3
02;1;I69;NULL;24.85 y más;4
02;1;I71;NULL;18.55 a 59;3
02;1;I71;NULL;20.65 a 69;17
02;1;I74;NULL;22.75 a 79;1
02;1;I77;NULL;14.35 a 39;1
02;1;I77;NULL;19.60 a 64;2
02;1;I77;NULL;21.70 a 74;4
02;1;I80;NULL;18.55 a 59;1
02;1;I82;NULL;22.75 a 79;2
02;1;I95;NULL;19.60 a 64;2
02;1;I95;NULL;21.70 a 74;2
02;1;I95;NULL;23.80 a 84;2
02;1;I95;NULL;24.85 y más;3
02;1;J12;NULL;22.75 a 79;2
02;1;J14;NULL;24.85 y más;2
02;1;J22;NULL;24.85 y más;2
02;1;J38;NULL;12.25 a 29;1
02;1;J43;NULL;22.75 a 79;1
02;1;J44;NULL;08.5 a 9;1
02;1;J44;NULL;17.50 a 54;2
02;1;J69;NULL;15.40 a 44;1
02;1;J69;NULL;18.55 a 59;4
02;1;J69;NULL;22.75 a 79;13
02;1;J81;NULL;17.50 a 54;2
02;1;J84;NULL;19.60 a 64;4
02;1;J84;NULL;21.70 a 74;12
02;1;J84;NULL;23.80 a 84;10
02;1;J84;NULL;24.85 y más;9
02;1;J93;NULL;20.65 a 69;1
02;1;J96;NULL;18.55 a 59;5
02;1;J96;NULL;20.65 a 69;25
02;1;J96;NULL;22.75 a 79;59
02;1;K25;NULL;24.85 y más;3
02;1;K26;NULL;22.75 a 79;1
02;1;K50;NULL;12.25 a 29;1
02;1;K55;NULL;17.50 a 54;1
02;1;K55;NULL;19.60 a 64;1
02;1;K56;NULL;22.75 a 79;6
02;1;K57;NULL;18.55 a 59;1
02;1;K63;NULL;22.75 a 79;3
02;1;K65;NULL;14.35 a 39;3
02;1;K65;NULL;17.50 a 54;7
02;1;K65;NULL;19.60 a 64;10
02;1;K65;NULL;20.65 a 69;16
02;1;K65;NULL;21.70 a 74;22
02;1;K66;NULL;22.75 a 79;2
02;1;K71;NULL;23.80 a 84;1
02;1;K72;NULL;14.35 a 39;1
02;1;K72;NULL;17.50 a 54;2
02;1;K72;NULL;19.60 a 64;4
02;1;K72;NULL;23.80 a 84;2
02;1;K72;NULL;24.85 y más;1
02;1;K74;NULL;18.55 a 59;10
02;1;K74;NULL;20.65 a 69;5
02;1;K74;NULL;21.70 a 74;10
02;1;K76;NULL;14.35 a 39;2
02;1;K76;NULL;24.85 y más;2
02;1;K81;NULL;22.75 a 79;1
02;1;K82;NULL;22.75 a 79;1
02;1;K83;NULL;16.45 a 49;1
02;1;K83;NULL;18.55 a 59;1
02;1;K85;NULL;14.35 a 39;1
02;1;K85;NULL;19.60 a 64;3
02;1;K85;NULL;24.85 y más;3
02;1;K92;NULL;15.40 a 44;1
02;1;K92;NULL;16.45 a 49;1
02;1;K92;NULL;18.55 a 59;2
02;1;K92;NULL;22.75 a 79;17
02;1;L08;NULL;15.40 a 44;3
02;1;L08;NULL;18.55 a 59;7
02;1;L08;NULL;20.65 a 69;13
02;1;L97;NULL;22.75 a 79;2
02;1;M13;NULL;17.50 a 54;1
02;1;M32;NULL;16.45 a 49;1
02;1;M34;NULL;22.75 a 79;1
02;1;M35;NULL;18.55 a 59;1
02;1;M80;NULL;19.60 a 64;1
02;1;M84;NULL;22.75 a 79;3
02;1;M86;NULL;24.85 y más;1
02;1;N10;NULL;20.65 a 69;1
02;1;N12;NULL;21.70 a 74;1
02;1;N15;NULL;20.65 a 69;1
02;1;N17;NULL;22.75 a 79;7
02;1;N18;NULL;15.40 a 44;1
02;1;N18;NULL;16.45 a 49;2
02;1;N18;NULL;18.55 a 59;5
02;1;N18;NULL;22.75 a 79;25
02;1;N19;NULL;19.60 a 64;2
02;1;N19;NULL;21.70 a 74;3
02;1;N19;NULL;23.80 a 84;6
02;1;N19;NULL;24.85 y más;18
02;1;N28;NULL;18.55 a 59;1
02;1;N49;NULL;19.60 a 64;1
02;1;P01;NULL;02.7 a 27 días;1
02;1;P01;NULL;03.28 días a 11 meses;1
02;1;P05;NULL;01.0 a 6 días;1
02;1;P07;NULL;03.28 días a 11 meses;1
02;1;P22;NULL;01.0 a 6 días;2
02;1;P22;NULL;02.7 a 27 días;1
02;1;P26;NULL;02.7 a 27 días;1
02;1;P28;NULL;03.28 días a 11 meses;1
02;1;P96;NULL;03.28 días a 11 meses;1
02;1;Q24;NULL;02.7 a 27 días;1
02;1;Q87;NULL;14.35 a 39;1
02;1;R04;NULL;24.85 y más;1
02;1;R10;NULL;21.70 a 74;2
02;1;R10;NULL;23.80 a 84;1
02;1;R57;NULL;15.40 a 44;2
02;1;R57;NULL;18.55 a 59;2
02;1;R57;NULL;20.65 a 69;7
02;1;R58;NULL;11.20 a 24;1
02;1;R58;NULL;23.80 a 84;1
02;1;R58;NULL;24.85 y más;3
02;1;R68;NULL;18.55 a 59;3
02;1;R68;NULL;19.60 a 64;6
02;1;R68;NULL;20.65 a 69;35
02;1;R68;NULL;21.70 a 74;57
02;1;R90;NULL;22.75 a 79;1
02;1;R99;NULL;12.25 a 29;1
02;1;R99;NULL;18.55 a 59;2
02;1;R99;NULL;20.65 a 69;13
02;1;U07;NULL;12.25 a 29;1
02;1;U07;NULL;16.45 a 49;1
02;1;U07;NULL;18.55 a 59;1
02;1;U07;NULL;20.65 a 69;2
02;1;W18;NULL;24.85 y más;1
02;1;W79;NULL;24.85 y más;2
02;1;W80;NULL;14.35 a 39;2
02;1;W80;NULL;19.60 a 64;1
02;1;W80;NULL;23.80 a 84;1
02;1;W80;NULL;24.85 y más;1
02;1;X70;NULL;17.50 a 54;1
02;1;Y20;NULL;12.25 a 29;10
02;1;Y20;NULL;15.40 a 44;6
02;1;Y20;NULL;16.45 a 49;7
02;1;Y20;NULL;18.55 a 59;3
02;1;Y20;NULL;20.65 a 69;5
02;1;Y24;NULL;10.15 a 19;11
02;1;Y24;NULL;24.85 y más;3
02;1;Y26;NULL;15.40 a 44;2
02;1;Y26;NULL;18.55 a 59;4
02;1;Y26;NULL;22.75 a 79;2
02;1;Y28;NULL;12.25 a 29;3
02;1;Y28;NULL;13.30 a 34;3
