PROVRES;SEXO;CAUSA;MAT;GRUPEDAD;CUENTA
02;1;A16;NULL;10.15 a 19;2
02;1;A16;NULL;12.25 a 29;1
02;1;A16;NULL;20.65 a 69;3
02;1;A16;NULL;24.85 y más;2
02;1;A41;NULL;03.28 días a 11 meses;1
02;1;A41;NULL;11.20 a 24;2
02;1;A41;NULL;13.30 a 34;4
02;1;A41;NULL;17.50 a 54;18
02;1;A41;NULL;18.55 a 59;39
02;1;A41;NULL;21.70 a 74;101
02;1;A49;NULL;18.55 a 59;1
02;1;A49;NULL;22.75 a 79;3
02;1;A81;NULL;20.65 a 69;1
02;1;A83;NULL;13.30 a 34;1
02;1;A92;NULL;23.80 a 84;1
02;1;A97;NULL;21.70 a 74;1
02;1;B18;NULL;18.55 a 59;1
02;1;B18;NULL;23.80 a 84;1
02;1;B20;NULL;13.30 a 34;1
02;1;B20;NULL;16.45 a 49;13
02;1;B20;NULL;17.50 a 54;5
02;1;B20;NULL;18.55 a 59;7
02;1;B20;NULL;19.60 a 64;5
02;1;B20;NULL;23.80 a 84;1
02;1;B22;NULL;16.45 a 49;1
02;1;B23;NULL;19.60 a 64;1
02;1;B24;NULL;12.25 a 29;1
02;1;B24;NULL;14.35 a 39;1
02;1;B24;NULL;15.40 a 44;1
02;1;B25;NULL;09.10 a 14;1
02;1;B45;NULL;12.25 a 29;1
02;1;B49;NULL;21.70 a 74;1
02;1;B54;NULL;23.80 a 84;1
02;1;B99;NULL;23.80 a 84;1
02;1;C01;NULL;20.65 a 69;2
02;1;C06;NULL;17.50 a 54;1
02;1;C06;NULL;19.60 a 64;1
02;1;C08;NULL;20.65 a 69;1
02;1;C09;NULL;23.80 a 84;1
02;1;C10;NULL;22.75 a 79;1
02;1;C11;NULL;21.70 a 74;1
02;1;C13;NULL;15.40 a 44;1
02;1;C13;NULL;20.65 a 69;2
02;1;C15;NULL;14.35 a 39;1
02;1;C15;NULL;21.70 a 74;6
02;1;C17;NULL;22.75 a 79;1
02;1;C18;NULL;13.30 a 34;6
02;1;C19;NULL;16.45 a 49;1
02;1;C19;NULL;22.75 a 79;1
02;1;C20;NULL;16.45 a 49;3
02;1;C20;NULL;22.75 a 79;6
02;1;C21;NULL;21.70 a 74;2
02;1;C22;NULL;20.65 a 69;10
02;1;C22;NULL;21.70 a 74;10
02;1;C22;NULL;24.85 y más;1
02;1;C23;NULL;20.65 a 69;1
02;1;C23;NULL;24.85 y más;2
02;1;C25;NULL;14.35 a 39;2
02;1;C25;NULL;15.40 a 44;3
02;1;C25;NULL;21.70 a 74;40
02;1;C25;NULL;24.85 y más;21
02;1;C26;NULL;22.75 a 79;4
02;1;C31;NULL;21.70 a 74;1
02;1;C32;NULL;21.70 a 74;7
02;1;C32;NULL;24.85 y más;5
02;1;C34;NULL;13.30 a 34;1
02;1;C34;NULL;16.45 a 49;6
02;1;C34;NULL;17.50 a 54;10
02;1;C34;NULL;18.55 a 59;21
02;1;C34;NULL;22.75 a 79;84
02;1;C37;NULL;10.15 a 19;1
02;1;C38;NULL;17.50 a 54;1
02;1;C38;NULL;21.70 a 74;2
02;1;C39;NULL;19.60 a 64;1
02;1;C40;NULL;09.10 a 14;1
02;1;C40;NULL;15.40 a 44;1
02;1;C43;NULL;14.35 a 39;1
02;1;C43;NULL;24.85 y más;6
02;1;C44;NULL;18.55 a 59;1
02;1;C45;NULL;18.55 a 59;1
02;1;C45;NULL;21.70 a 74;3
02;1;C47;NULL;15.40 a 44;1
02;1;C48;NULL;18.55 a 59;2
02;1;C48;NULL;21.70 a 74;3
02;1;C49;NULL;20.65 a 69;3
02;1;C61;NULL;16.45 a 49;1
02;1;C61;NULL;17.50 a 54;1
02;1;C61;NULL;18.55 a 59;2
02;1;C61;NULL;19.60 a 64;17
02;1;C61;NULL;22.75 a 79;46
02;1;C61;NULL;23.80 a 84;41
02;1;C62;NULL;17.50 a 54;1
02;1;C64;NULL;22.75 a 79;14
02;1;C65;NULL;18.55 a 59;1
02;1;C67;NULL;21.70 a 74;7
02;1;C68;NULL;22.75 a 79;2
02;1;C69;NULL;21.70 a 74;1
02;1;C71;NULL;13.30 a 34;1
02;1;C71;NULL;16.45 a 49;7
02;1;C71;NULL;17.50 a 54;5
02;1;C71;NULL;22.75 a 79;10
02;1;C71;NULL;23.80 a 84;4
02;1;C72;NULL;16.45 a 49;1
02;1;C72;NULL;18.55 a 59;1
02;1;C72;NULL;22.75 a 79;2
02;1;C73;NULL;18.55 a 59;1
02;1;C73;NULL;21.70 a 74;3
02;1;C74;NULL;06.3 años;1
02;1;C76;NULL;21.70 a 74;2
02;1;C80;NULL;14.35 a 39;1
02;1;C80;NULL;20.65 a 69;12
02;1;C81;NULL;21.70 a 74;1
02;1;C82;NULL;21.70 a 74;2
02;1;C83;NULL;11.20 a 24;1
02;1;C83;NULL;21.70 a 74;3
02;1;C83;NULL;24.85 y más;5
02;1;C84;NULL;16.45 a 49;1
02;1;C84;NULL;17.50 a 54;2
02;1;C85;NULL;11.20 a 24;1
02;1;C85;NULL;13.30 a 34;1
02;1;C85;NULL;16.45 a 49;1
02;1;C85;NULL;18.55 a 59;1
02;1;C85;NULL;21.70 a 74;6
02;1;C90;NULL;18.55 a 59;1
02;1;C90;NULL;21.70 a 74;4
02;1;C91;NULL;23.80 a 84;1
02;1;C92;NULL;19.60 a 64;6
02;1;C92;NULL;22.75 a 79;4
02;1;C92;NULL;23.80 a 84;7
02;1;C93;NULL;22.75 a 79;1
02;1;C94;NULL;10.15 a 19;1
02;1;C95;NULL;19.60 a 64;2
02;1;C95;NULL;23.80 a 84;3
02;1;D02;NULL;22.75 a 79;1
02;1;D37;NULL;17.50 a 54;1
02;1;D37;NULL;18.55 a 59;4
02;1;D37;NULL;19.60 a 64;4
02;1;D37;NULL;23.80 a 84;9
02;1;D38;NULL;15.40 a 44;1
02;1;D38;NULL;20.65 a 69;2
02;1;D38;NULL;21.70 a 74;4
02;1;D38;NULL;24.85 y más;6
02;1;D40;NULL;23.80 a 84;1
02;1;D43;NULL;16.45 a 49;3
02;1;D43;NULL;17.50 a 54;4
02;1;D43;NULL;19.60 a 64;7
02;1;D43;NULL;22.75 a 79;2
02;1;D43;NULL;23.80 a 84;3
02;1;D46;NULL;18.55 a 59;1
02;1;D46;NULL;23.80 a 84;7
02;1;D47;NULL;23.80 a 84;3
02;1;D48;NULL;20.65 a 69;3
02;1;D48;NULL;24.85 y más;2
02;1;D62;NULL;19.60 a 64;1
02;1;D64;NULL;24.85 y más;13
02;1;D69;NULL;21.70 a 74;1
02;1;D70;NULL;20.65 a 69;1
02;1;D76;NULL;04.1 año;1
02;1;D84;NULL;22.75 a 79;1
02;1;E04;NULL;21.70 a 74;1
02;1;E10;NULL;19.60 a 64;1
02;1;E10;NULL;23.80 a 84;1
02;1;E11;NULL;20.65 a 69;1
02;1;E14;NULL;21.70 a 74;6
02;1;E14;NULL;24.85 y más;5
02;1;E16;NULL;20.65 a 69;1
02;1;E43;NULL;24.85 y más;3
02;1;E46;NULL;24.85 y más;1
02;1;E83;NULL;23.80 a 84;1
02;1;E85;NULL;22.75 a 79;2
02;1;E86;NULL;23.80 a 84;1
02;1;E88;NULL;03.28 días a 11 meses;1
02;1;E88;NULL;23.80 a 84;1
02;1;F01;NULL;22.75 a 79;1
02;1;G11;NULL;19.60 a 64;1
02;1;G12;NULL;18.55 a 59;1
02;1;G12;NULL;23.80 a 84;3
02;1;G20;NULL;19.60 a 64;1
02;1;G20;NULL;22.75 a 79;13
02;1;G30;NULL;18.55 a 59;1
02;1;G30;NULL;21.70 a 74;1
02;1;G31;NULL;19.60 a 64;2
02;1;G31;NULL;22.75 a 79;2
02;1;G31;NULL;23.80 a 84;1
02;1;G41;NULL;22.75 a 79;1
02;1;G62;NULL;22.75 a 79;1
02;1;G70;NULL;24.85 y más;1
02;1;G71;NULL;11.20 a 24;2
02;1;G80;NULL;11.20 a 24;2
02;1;G90;NULL;18.55 a 59;1
02;1;G93;NULL;03.28 días a 11 meses;1
02;1;G93;NULL;11.20 a 24;2
02;1;G93;NULL;17.50 a 54;2
02;1;G93;NULL;18.55 a 59;2
02;1;G93;NULL;21.70 a 74;1
02;1;G96;NULL;21.70 a 74;1
02;1;I01;NULL;15.40 a 44;1
02;1;I05;NULL;20.65 a 69;1
02;1;I06;NULL;22.75 a 79;1
02;1;I07;NULL;17.50 a 54;1
02;1;I08;NULL;19.60 a 64;1
02;1;I10;NULL;24.85 y más;12
02;1;I11;NULL;17.50 a 54;2
02;1;I11;NULL;18.55 a 59;4
02;1;I11;NULL;22.75 a 79;13
02;1;I13;NULL;21.70 a 74;2
02;1;I20;NULL;18.55 a 59;1
02;1;I21;NULL;15.40 a 44;9
02;1;I21;NULL;20.65 a 69;89
02;1;I24;NULL;24.85 y más;5
02;1;I25;NULL;20.65 a 69;28
02;1;I26;NULL;16.45 a 49;2
02;1;I26;NULL;17.50 a 54;1
02;1;I26;NULL;22.75 a 79;11
02;1;I26;NULL;23.80 a 84;10
02;1;I27;NULL;17.50 a 54;1
02;1;I31;NULL;15.40 a 44;1
02;1;I31;NULL;21.70 a 74;2
02;1;I33;NULL;11.20 a 24;1
02;1;I33;NULL;15.40 a 44;1
02;1;I33;NULL;20.65 a 69;5
02;1;I33;NULL;21.70 a 74;2
02;1;I33;NULL;24.85 y más;5
02;1;I35;NULL;21.70 a 74;6
02;1;I38;NULL;20.65 a 69;1
02;1;I38;NULL;24.85 y más;1
02;1;I42;NULL;10.15 a 19;1
02;1;I42;NULL;11.20 a 24;2
02;1;I42;NULL;14.35 a 39;20
02;1;I42;NULL;15.40 a 44;38
02;1;I42;NULL;21.70 a 74;136
02;1;I44;NULL;23.80 a 84;2
02;1;I47;NULL;22.75 a 79;51
02;1;I48;NULL;20.65 a 69;1
02;1;I48;NULL;24.85 y más;9
02;1;I50;NULL;13.30 a 34;1
02;1;I50;NULL;16.45 a 49;3
02;1;I50;NULL;17.50 a 54;5
02;1;I50;NULL;18.55 a 59;11
02;1;I50;NULL;19.60 a 64;12
02;1;I50;NULL;22.75 a 79;59
02;1;I50;NULL;23.80 a 84;121
02;1;I51;NULL;12.25 a 29;1
02;1;I51;NULL;15.40 a 44;1
02;1;I51;NULL;20.65 a 69;22
02;1;I51;NULL;24.85 y más;113
02;1;I60;NULL;14.35 a 39;1
02;1;I60;NULL;15.40 a 44;1
02;1;I60;NULL;20.65 a 69;4
02;1;I61;NULL;17.50 a 54;6
02;1;I61;NULL;18.55 a 59;1
02;1;I61;NULL;21.70 a 74;14
02;1;I62;NULL;21.70 a 74;4
02;1;I63;NULL;14.35 a 39;1
02;1;I63;NULL;24.85 y más;30
02;1;I64;NULL;17.50 a 54;1
02;1;I64;NULL;22.75 a 79;8
02;1;I64;NULL;23.80 a 84;6
02;1;I67;NULL;20.65 a 69;1
02;1;I69;NULL;17.50 a 54;1
02;1;I69;NULL;22.75 a 79;4
02;1;I70;NULL;20.65 a 69;1
02;1;I70;NULL;24.85 y más;4
02;1;I72;NULL;15.40 a 44;1
02;1;I73;NULL;20.65 a 69;1
02;1;I73;NULL;24.85 y más;1
02;1;I74;NULL;19.60 a 64;2
02;1;I77;NULL;20.65 a 69;4
02;1;I77;NULL;24.85 y más;5
02;1;I82;NULL;24.85 y más;1
02;1;I85;NULL;20.65 a 69;1
02;1;I85;NULL;21.70 a 74;1
02;1;J11;NULL;20.65 a 69;1
02;1;J11;NULL;24.85 y más;1
02;1;J15;NULL;14.35 a 39;1
02;1;J15;NULL;15.40 a 44;1
02;1;J15;NULL;21.70 a 74;11
02;1;J15;NULL;24.85 y más;40
02;1;J18;NULL;03.28 días a 11 meses;1
02;1;J18;NULL;10.15 a 19;2
02;1;J18;NULL;11.20 a 24;3
02;1;J18;NULL;14.35 a 39;6
02;1;J18;NULL;15.40 a 44;6
02;1;J18;NULL;21.70 a 74;147
02;1;J18;NULL;24.85 y más;716
02;1;J22;NULL;19.60 a 64;1
02;1;J22;NULL;22.75 a 79;1
02;1;J22;NULL;23.80 a 84;3
02;1;J38;NULL;17.50 a 54;1
02;1;J43;NULL;19.60 a 64;3
02;1;J43;NULL;20.65 a 69;2
02;1;J44;NULL;21.70 a 74;23
02;1;J44;NULL;24.85 y más;31
02;1;J68;NULL;23.80 a 84;1
02;1;J69;NULL;20.65 a 69;5
02;1;J69;NULL;24.85 y más;96
02;1;J80;NULL;18.55 a 59;1
02;1;J80;NULL;22.75 a 79;3
02;1;J81;NULL;19.60 a 64;2
02;1;J81;NULL;22.75 a 79;4
02;1;J81;NULL;23.80 a 84;2
02;1;J84;NULL;20.65 a 69;6
02;1;J86;NULL;18.55 a 59;1
02;1;J90;NULL;22.75 a 79;2
02;1;J94;NULL;24.85 y más;2
02;1;J96;NULL;19.60 a 64;7
02;1;J96;NULL;23.80 a 84;55
02;1;J98;NULL;10.15 a 19;2
02;1;J98;NULL;12.25 a 29;1
02;1;J98;NULL;14.35 a 39;2
02;1;J98;NULL;15.40 a 44;5
02;1;J98;NULL;24.85 y más;17
02;1;K22;NULL;22.75 a 79;1
02;1;K25;NULL;21.70 a 74;1
02;1;K27;NULL;20.65 a 69;1
02;1;K27;NULL;22.75 a 79;1
02;1;K29;NULL;24.85 y más;1
02;1;K31;NULL;21.70 a 74;1
02;1;K31;NULL;24.85 y más;2
02;1;K35;NULL;18.55 a 59;1
02;1;K40;NULL;24.85 y más;1
02;1;K50;NULL;21.70 a 74;1
02;1;K51;NULL;19.60 a 64;1
02;1;K55;NULL;22.75 a 79;2
02;1;K55;NULL;23.80 a 84;2
02;1;K56;NULL;18.55 a 59;1
02;1;K56;NULL;21.70 a 74;3
02;1;K57;NULL;21.70 a 74;3
02;1;K57;NULL;24.85 y más;2
02;1;K62;NULL;23.80 a 84;1
02;1;K65;NULL;24.85 y más;31
02;1;K66;NULL;19.60 a 64;1
02;1;K70;NULL;17.50 a 54;2
02;1;K70;NULL;18.55 a 59;1
02;1;K70;NULL;19.60 a 64;2
02;1;K70;NULL;21.70 a 74;2
02;1;K72;NULL;18.55 a 59;1
02;1;K72;NULL;21.70 a 74;3
02;1;K74;NULL;16.45 a 49;7
02;1;K74;NULL;22.75 a 79;12
02;1;K74;NULL;23.80 a 84;4
02;1;K76;NULL;13.30 a 34;1
02;1;K76;NULL;17.50 a 54;1
02;1;K76;NULL;18.55 a 59;2
02;1;K76;NULL;19.60 a 64;3
02;1;K76;NULL;21.70 a 74;2
02;1;K80;NULL;21.70 a 74;1
02;1;K81;NULL;16.45 a 49;1
02;1;K81;NULL;18.55 a 59;1
02;1;K81;NULL;19.60 a 64;2
02;1;K83;NULL;21.70 a 74;1
02;1;K83;NULL;24.85 y más;5
02;1;K85;NULL;20.65 a 69;3
02;1;K85;NULL;23.80 a 84;3
02;1;K86;NULL;17.50 a 54;1
02;1;K86;NULL;19.60 a 64;1
02;1;K86;NULL;21.70 a 74;1
02;1;K92;NULL;20.65 a 69;8
02;1;K92;NULL;23.80 a 84;21
02;1;L02;NULL;24.85 y más;1
02;1;L03;NULL;24.85 y más;1
02;1;L08;NULL;17.50 a 54;4
02;1;L08;NULL;19.60 a 64;6
02;1;L08;NULL;23.80 a 84;20
02;1;L89;NULL;24.85 y más;4
02;1;M34;NULL;17.50 a 54;1
02;1;M80;NULL;24.85 y más;1
02;1;M84;NULL;21.70 a 74;1
02;1;M84;NULL;24.85 y más;1
02;1;M86;NULL;19.60 a 64;1
02;1;M86;NULL;20.65 a 69;2
02;1;M86;NULL;23.80 a 84;2
02;1;M89;NULL;24.85 y más;1
02;1;N00;NULL;24.85 y más;1
02;1;N17;NULL;21.70 a 74;9
02;1;N17;NULL;24.85 y más;25
02;1;N18;NULL;24.85 y más;49
02;1;N28;NULL;21.70 a 74;3
02;1;N39;NULL;19.60 a 64;9
02;1;N39;NULL;22.75 a 79;28
02;1;N39;NULL;23.80 a 84;40
02;1;P01;NULL;01.0 a 6 días;1
02;1;P02;NULL;01.0 a 6 días;2
02;1;P07;NULL;02.7 a 27 días;1
02;1;P77;NULL;02.7 a 27 días;1
02;1;Q07;NULL;18.55 a 59;1
02;1;Q24;NULL;01.0 a 6 días;1
02;1;Q25;NULL;02.7 a 27 días;1
02;1;Q33;NULL;01.0 a 6 días;1
02;1;Q85;NULL;15.40 a 44;1
02;1;Q90;NULL;03.28 días a 11 meses;1
02;1;Q98;NULL;03.28 días a 11 meses;1
02;1;R00;NULL;21.70 a 74;1
02;1;R10;NULL;22.75 a 79;1
02;1;R19;NULL;18.55 a 59;1
02;1;R39;NULL;22.75 a 79;2
02;1;R41;NULL;24.85 y más;3
02;1;R54;NULL;24.85 y más;1
02;1;R58;NULL;22.75 a 79;3
02;1;R68;NULL;16.45 a 49;3
02;1;R68;NULL;22.75 a 79;86
02;1;R68;NULL;23.80 a 84;85
02;1;R91;NULL;21.70 a 74;2
02;1;R99;NULL;16.45 a 49;2
02;1;R99;NULL;22.75 a 79;13
02;1;R99;NULL;25.Sín especificar;1
02;1;U07;NULL;22.75 a 79;8
02;1;V44;NULL;17.50 a 54;1
02;1;V44;NULL;18.55 a 59;1
02;1;V58;NULL;13.30 a 34;1
02;1;W19;NULL;20.65 a 69;1
02;1;W79;NULL;21.70 a 74;1
02;1;W84;NULL;12.25 a 29;1
02;1;X59;NULL;09.10 a 14;1
02;1;X59;NULL;10.15 a 19;3
02;1;X59;NULL;12.25 a 29;8
02;1;X59;NULL;14.35 a 39;7
02;1;X59;NULL;15.40 a 44;4
02;1;X59;NULL;24.85 y más;14
02;1;X59;NULL;25.Sín especificar;1
02;1;X95;NULL;12.25 a 29;1
02;1;Y17;NULL;18.55 a 59;1
02;1;Y17;NULL;19.60 a 64;3
02;1;Y17;NULL;22.75 a 79;1
02;1;Y17;NULL;23.80 a 84;2
02;1;Y20;NULL;13.30 a 34;12
02;1;Y24;NULL;16.45 a 49;5
02;1;Y24;NULL;17.50 a 54;5
02;1;Y24;NULL;18.55 a 59;2
02;1;Y24;NULL;19.60 a 64;3
02;1;Y24;NULL;22.75 a 79;5
02;1;Y24;NULL;23.80 a 84;4
02;1;Y26;NULL;13.30 a 34;3
02;1;Y28;NULL;11.20 a 24;4
02;1;Y28;NULL;14.35 a 39;2
02;1;Y28;NULL;15.40 a 44;2
02;1;Y28;NULL;21.70 a 74;1
02;1;Y31;NULL;14.35 a 39;1
02;1;Y34;NULL;11.20 a 24;2
02;1;Y34;NULL;12.25 a 29;4
02;1;Y34;NULL;24.85 y más;7
02;1;Y83;NULL;22.75 a 79;3
02;1;Y83;NULL;23.80 a 84;5
02;2;A04;NULL;20.65 a 69;1
02;2;A04;NULL;21.70 a 74;1
02;2;A04;NULL;24.85 y más;8
02;2;A09;NULL;20.65 a 69;2
02;2;A09;NULL;24.85 y más;6
02;2;A15;NULL;24.85 y más;1
02;2;A16;NULL;17.50 a 54;1
02;2;A16;NULL;18.55 a 59;2
02;2;A16;NULL;22.75 a 79;1
02;2;A41;NULL;09.10 a 14;1
02;2;A41;NULL;12.25 a 29;2
02;2;A41;NULL;14.35 a 39;1
02;2;A41;NULL;15.40 a 44;9
02;2;A41;NULL;25.Sín especificar;1
02;2;A49;NULL;14.35 a 39;1
02;2;A49;NULL;21.70 a 74;3
02;2;A49;NULL;24.85 y más;34
02;2;A97;NULL;15.40 a 44;1
02;2;B20;NULL;12.25 a 29;1
02;2;B20;NULL;14.35 a 39;3
02;2;B21;NULL;16.45 a 49;1
02;2;B33;NULL;19.60 a 64;1
02;2;B34;NULL;21.70 a 74;1
02;2;B57;NULL;19.60 a 64;1
02;2;C02;NULL;17.50 a 54;1
02;2;C02;NULL;18.55 a 59;1
02;2;C02;NULL;23.80 a 84;2
02;2;C04;NULL;22.75 a 79;2
02;2;C05;NULL;22.75 a 79;1
02;2;C08;NULL;22.75 a 79;1
02;2;C10;NULL;18.55 a 59;1
02;2;C10;NULL;23.80 a 84;1
02;2;C11;NULL;10.15 a 19;1
02;2;C13;NULL;22.75 a 79;1
02;2;C13;NULL;23.80 a 84;1
02;2;C15;NULL;20.65 a 69;2
02;2;C16;NULL;17.50 a 54;2
02;2;C16;NULL;18.55 a 59;3
02;2;C16;NULL;19.60 a 64;5
02;2;C16;NULL;23.80 a 84;9
02;2;C17;NULL;18.55 a 59;1
02;2;C17;NULL;23.80 a 84;1
02;2;C18;NULL;20.65 a 69;27
02;2;C18;NULL;24.85 y más;47
02;2;C21;NULL;22.75 a 79;1
02;2;C22;NULL;17.50 a 54;5
02;2;C22;NULL;19.60 a 64;2
02;2;C22;NULL;22.75 a 79;5
02;2;C23;NULL;17.50 a 54;1
02;2;C23;NULL;18.55 a 59;1
02;2;C23;NULL;19.60 a 64;2
02;2;C24;NULL;12.25 a 29;1
02;2;C24;NULL;20.65 a 69;2
02;2;C24;NULL;24.85 y más;12
02;2;C25;NULL;22.75 a 79;35
02;2;C34;NULL;14.35 a 39;1
02;2;C34;NULL;24.85 y más;51
02;2;C37;NULL;16.45 a 49;1
02;2;C38;NULL;12.25 a 29;1
02;2;C41;NULL;20.65 a 69;1
02;2;C43;NULL;19.60 a 64;2
02;2;C43;NULL;23.80 a 84;1
02;2;C44;NULL;24.85 y más;2
02;2;C45;NULL;20.65 a 69;5
02;2;C47;NULL;16.45 a 49;1
02;2;C48;NULL;24.85 y más;3
02;2;C49;NULL;16.45 a 49;1
02;2;C49;NULL;17.50 a 54;2
02;2;C49;NULL;18.55 a 59;1
02;2;C50;NULL;13.30 a 34;3
02;2;C50;NULL;16.45 a 49;25
02;2;C50;NULL;17.50 a 54;42
02;2;C50;NULL;18.55 a 59;47
02;2;C50;NULL;22.75 a 79;68
02;2;C50;NULL;23.80 a 84;47
02;2;C51;NULL;20.65 a 69;1
02;2;C53;NULL;19.60 a 64;11
02;2;C53;NULL;23.80 a 84;7
02;2;C54;NULL;15.40 a 44;2
02;2;C54;NULL;24.85 y más;5
02;2;C55;NULL;14.35 a 39;1
02;2;C55;NULL;15.40 a 44;2
02;2;C55;NULL;20.65 a 69;8
02;2;C56;NULL;13.30 a 34;1
02;2;C56;NULL;16.45 a 49;7
02;2;C56;NULL;17.50 a 54;5
02;2;C56;NULL;22.75 a 79;14
02;2;C56;NULL;23.80 a 84;14
02;2;C57;NULL;18.55 a 59;1
02;2;C64;NULL;17.50 a 54;1
02;2;C64;NULL;18.55 a 59;1
02;2;C64;NULL;19.60 a 64;2
02;2;C64;NULL;23.80 a 84;4
02;2;C67;NULL;20.65 a 69;4
02;2;C71;NULL;08.5 a 9;1
02;2;C71;NULL;11.20 a 24;1
02;2;C71;NULL;21.70 a 74;8
02;2;C71;NULL;24.85 y más;7
02;2;C72;NULL;15.40 a 44;1
02;2;C73;NULL;20.65 a 69;1
02;2;C74;NULL;16.45 a 49;1
02;2;C74;NULL;18.55 a 59;1
02;2;C76;NULL;20.65 a 69;3
02;2;C80;NULL;16.45 a 49;1
02;2;C80;NULL;19.60 a 64;11
02;2;C80;NULL;22.75 a 79;19
02;2;C80;NULL;23.80 a 84;26
02;2;C81;NULL;12.25 a 29;2
02;2;C81;NULL;15.40 a 44;1
02;2;C81;NULL;24.85 y más;2
02;2;C83;NULL;20.65 a 69;3
02;2;C85;NULL;24.85 y más;7
02;2;C90;NULL;15.40 a 44;1
02;2;C90;NULL;20.65 a 69;2
02;2;C91;NULL;18.55 a 59;2
02;2;C92;NULL;11.20 a 24;1
02;2;C92;NULL;21.70 a 74;3
02;2;C95;NULL;11.20 a 24;1
02;2;C95;NULL;17.50 a 54;1
02;2;C95;NULL;21.70 a 74;3
02;2;D01;NULL;18.55 a 59;1
02;2;D02;NULL;21.70 a 74;1
02;2;D05;NULL;21.70 a 74;1
02;2;D09;NULL;19.60 a 64;1
02;2;D32;NULL;23.80 a 84;1
02;2;D37;NULL;21.70 a 74;4
02;2;D38;NULL;16.45 a 49;1
02;2;D38;NULL;19.60 a 64;1
02;2;D38;NULL;22.75 a 79;1
02;2;D39;NULL;20.65 a 69;2
02;2;D39;NULL;21.70 a 74;1
02;2;D39;NULL;24.85 y más;1
02;2;D41;NULL;23.80 a 84;1
02;2;D44;NULL;22.75 a 79;1
02;2;D46;NULL;21.70 a 74;1
02;2;D46;NULL;24.85 y más;7
02;2;D47;NULL;20.65 a 69;1
02;2;D47;NULL;21.70 a 74;2
02;2;D47;NULL;24.85 y más;2
02;2;D48;NULL;17.50 a 54;1
02;2;D48;NULL;19.60 a 64;1
02;2;D48;NULL;23.80 a 84;1
02;2;D53;NULL;23.80 a 84;1
02;2;D59;NULL;21.70 a 74;1
02;2;D61;NULL;16.45 a 49;1
02;2;D61;NULL;18.55 a 59;1
02;2;D64;NULL;22.75 a 79;4
02;2;D64;NULL;23.80 a 84;2
02;2;D68;NULL;16.45 a 49;1
02;2;D69;NULL;24.85 y más;1
02;2;D86;NULL;22.75 a 79;1
02;2;E10;NULL;17.50 a 54;1
02;2;E11;NULL;19.60 a 64;1
02;2;E11;NULL;22.75 a 79;1
02;2;E11;NULL;23.80 a 84;1
02;2;E14;NULL;20.65 a 69;8
02;2;E43;NULL;16.45 a 49;1
02;2;E66;NULL;15.40 a 44;1
02;2;E83;NULL;24.85 y más;1
02;2;E86;NULL;21.70 a 74;1
02;2;E86;NULL;24.85 y más;8
02;2;E87;NULL;21.70 a 74;1
02;2;E88;NULL;24.85 y más;1
02;2;F03;NULL;24.85 y más;26
02;2;G03;NULL;12.25 a 29;1
02;2;G03;NULL;20.65 a 69;1
02;2;G04;NULL;17.50 a 54;1
02;2;G12;NULL;21.70 a 74;5
02;2;G30;NULL;24.85 y más;39
02;2;G31;NULL;21.70 a 74;1
02;2;G36;NULL;24.85 y más;1
02;2;G37;NULL;17.50 a 54;1
02;2;G40;NULL;24.85 y más;5
02;2;G41;NULL;21.70 a 74;1
02;2;G62;NULL;19.60 a 64;1
02;2;G62;NULL;23.80 a 84;3
02;2;G70;NULL;22.75 a 79;1
02;2;G70;NULL;23.80 a 84;1
02;2;G71;NULL;10.15 a 19;1
02;2;G80;NULL;09.10 a 14;2
02;2;G80;NULL;14.35 a 39;1
02;2;G90;NULL;20.65 a 69;1
02;2;G93;NULL;08.5 a 9;1
02;2;G93;NULL;09.10 a 14;1
02;2;G93;NULL;10.15 a 19;1
02;2;G93;NULL;14.35 a 39;4
02;2;G93;NULL;15.40 a 44;2
02;2;G93;NULL;20.65 a 69;4
02;2;I05;NULL;19.60 a 64;2
02;2;I05;NULL;23.80 a 84;2
02;2;I10;NULL;19.60 a 64;1
02;2;I10;NULL;23.80 a 84;7
02;2;I11;NULL;24.85 y más;137
02;2;I12;NULL;14.35 a 39;1
02;2;I12;NULL;24.85 y más;1
02;2;I21;NULL;16.45 a 49;5
02;2;I21;NULL;17.50 a 54;11
02;2;I21;NULL;22.75 a 79;107
02;2;I21;NULL;23.80 a 84;196
02;2;I24;NULL;19.60 a 64;1
02;2;I25;NULL;17.50 a 54;1
02;2;I25;NULL;22.75 a 79;11
02;2;I25;NULL;23.80 a 84;11
02;2;I26;NULL;21.70 a 74;4
02;2;I26;NULL;24.85 y más;36
02;2;I27;NULL;11.20 a 24;1
02;2;I27;NULL;24.85 y más;7
02;2;I30;NULL;18.55 a 59;1
02;2;I31;NULL;24.85 y más;4
02;2;I33;NULL;16.45 a 49;2
02;2;I33;NULL;19.60 a 64;1
02;2;I33;NULL;22.75 a 79;3
02;2;I34;NULL;21.70 a 74;1
02;2;I34;NULL;24.85 y más;2
02;2;I35;NULL;20.65 a 69;4
02;2;I35;NULL;24.85 y más;37
02;2;I38;NULL;17.50 a 54;1
02;2;I38;NULL;19.60 a 64;2
02;2;I38;NULL;22.75 a 79;1
02;2;I42;NULL;22.75 a 79;133
02;2;I42;NULL;25.Sín especificar;2
02;2;I44;NULL;21.70 a 74;1
